ttm,logm,put,call,name,iv,w,quote_date,expiry,m,train,w_hat,iv_hat,w_prior,iv_prior
0.4167,-0.1054,0.0083000981624776,,Data,0.1631214958790513,0.0110878129615053,2019-01-01,2019-06-02,0.8999644647935904,True,0.01110288,0.1632323,0.008939259,0.14646673618888129
0.4167,-0.0513,0.0128317478759489,,Data,0.1265892634708386,0.0066775515055914,2019-01-01,2019-06-02,0.9499936296895316,True,0.006615547,0.12600017,0.0056915605,0.1168702374005802
0.4167,-0.0253,0.0162760001063028,,Data,0.1059789327749128,0.004680180297852,2019-01-01,2019-06-02,0.9750173629392817,True,0.0045819664,0.10486105,0.0042078164,0.10048856462970938
0.4167,0.0,0.0216367160896941,,Data,0.084027756505141,0.0029421786318318,2019-01-01,2019-06-02,1.0,True,0.0029549918,0.08421053,0.0029422748,0.0840291296220978
0.4167,0.0247,0.0332220098076775,,Data,0.0691406498723724,0.0019920049579713,2019-01-01,2019-06-02,1.0250075721228384,True,0.002127454,0.07145265,0.0022117326,0.07285419355275839
0.4167,0.0488,0.0538898334485114,,Data,0.0737886747952045,0.0022688350456311,2019-01-01,2019-06-02,1.050010327672887,True,0.0022230064,0.073039636,0.002161499,0.07202210005404609
0.4167,0.0953,0.1014944066369585,,Data,0.0929847016671714,0.0036028526818801,2019-01-01,2019-06-02,1.0999888022722382,True,0.003573394,0.09260377,0.002765374,0.08146389845478645
0.4167,0.1823,0.200339747655989,,Data,0.1250653016626974,0.0065177420776482,2019-01-01,2019-06-02,1.1999741321260695,True,0.0065133534,0.12502319,0.0043079616,0.10167733609065097
0.4167,0.2624,0.30014571374078,,Data,0.1480414976061184,0.0091325159651097,2019-01-01,2019-06-02,1.30004645702234,True,0.009127928,0.14800431,0.0058061723,0.11804108921873994
0.4167,0.4055,0.500059815013581,,Data,0.1782522799356644,0.0132401738384527,2019-01-01,2019-06-02,1.500052338750847,True,0.01326519,0.1784206,0.008521736,0.14300534801633397
0.4167,0.5596,0.7499727375733716,,Data,0.2031522648983507,0.0171975601669784,2019-01-01,2019-06-02,1.7499723713311106,True,0.017092353,0.2025299,0.011463171,0.16585960731288837
0.4167,0.6931,0.9999056747750368,,Data,0.224341092177065,0.0209720633138539,2019-01-01,2019-06-02,1.99990564110608,True,0.020986298,0.22441721,0.014016612,0.18340441342738686
0.4167,0.9163,1.5000231773125805,,Data,0.2759830147223952,0.0317386323938395,2019-01-01,2019-06-02,2.500023170421985,True,0.03162452,0.2754864,0.018290402,0.20950764713052855
0.4167,1.0986,1.9999631407459384,,Data,0.3272644993537414,0.0446294252922741,2019-01-01,2019-06-02,2.9999631342221877,True,0.044177607,0.32560372,0.02178322,0.22863845940112798
0.5,-1.204,2.110124018094876e-05,,Data,0.5095115817390414,0.1298010259631099,2019-01-01,2019-07-03,0.2999918414087205,True,0.12753448,0.5050435,0.08332503,0.4082279471557395
0.5,-0.9163,9.549397862703072e-05,,Data,0.44223678894913,0.0977866887500186,2019-01-01,2019-07-03,0.3999962927668416,True,0.09724567,0.44101173,0.06409789,0.3580443792820082
0.5,-0.5108,0.0008367858339229372,,Data,0.3263897024139759,0.0532651189209418,2019-01-01,2019-07-03,0.6000153744565693,True,0.052875146,0.3251927,0.037010852,0.27206930090503256
0.5,-0.2231,0.0045149382220762,,Data,0.2176927134486186,0.0236950587443112,2019-01-01,2019-07-03,0.8000348418100656,True,0.023706634,0.21774587,0.017837562,0.1888785941654876
0.5,-0.1054,0.009960170801004,,Data,0.1588495238682418,0.0126165856165835,2019-01-01,2019-07-03,0.8999644647935904,True,0.012637764,0.1589828,0.010070084,0.14191605732169665
0.5,-0.0513,0.0149313649657912,,Data,0.1247380702016324,0.0077797930788136,2019-01-01,2019-07-03,0.9499936296895316,True,0.007737062,0.124395035,0.0065981564,0.11487520542920271
0.5,-0.0253,0.0186291526830458,,Data,0.1057479962246018,0.0055913193527592,2019-01-01,2019-07-03,0.9750173629392817,True,0.005508783,0.10496459,0.0050222757,0.10022250971954585
0.5,0.0,0.0241894854325536,,Data,0.085762633146922,0.0036776146221467,2019-01-01,2019-07-03,1.0,True,0.0036982843,0.0860033,0.0036776147,0.08576263442448732
0.5,0.0247,0.0352134253177986,,Data,0.07110888284862,0.0025282366099893,2019-01-01,2019-07-03,1.0250075721228384,True,0.0026894277,0.07334068,0.0028341666,0.07528833419548087
0.5,0.0488,0.0549874585572525,,Data,0.0735047602889807,0.0027014748925702,2019-01-01,2019-07-03,1.050010327672887,True,0.0026647078,0.073002845,0.0026603725,0.07294343736507367
0.5,0.0953,0.1019981620092445,,Data,0.0904415890176118,0.0040898405120153,2019-01-01,2019-07-03,1.0999888022722382,True,0.0040567317,0.09007476,0.0031986947,0.07998368171787139
0.5,0.1823,0.200495473056234,,Data,0.1198780584703659,0.0071853744513122,2019-01-01,2019-07-03,1.1999741321260695,True,0.0071555106,0.11962868,0.0048077707,0.0980588671960784
0.5,0.2624,0.3001972911275574,,Data,0.1410682734335,0.0099501288847543,2019-01-01,2019-07-03,1.30004645702234,True,0.00992952,0.1409221,0.006406556,0.11319501652976077
0.5,0.4055,0.5000659199672932,,Data,0.1695250086900245,0.0143693642856764,2019-01-01,2019-07-03,1.500052338750847,True,0.014407949,0.16975246,0.00932103,0.13653593101693096
0.5,0.5596,0.7499732915954247,,Data,0.1941391264564813,0.0188450002106428,2019-01-01,2019-07-03,1.7499723713311106,True,0.018827705,0.19405001,0.012484918,0.15801846948057174
0.5,0.6931,0.9999057436473164,,Data,0.2142537558052309,0.0229523359383237,2019-01-01,2019-07-03,1.99990564110608,True,0.022956168,0.21427163,0.015233546,0.17454824871143823
0.5,0.9163,1.5000231793663226,,Data,0.2542214091495761,0.032314262434998,2019-01-01,2019-07-03,2.500023170421985,True,0.032487918,0.25490358,0.019835856,0.1991775881560691
0.5,1.0986,1.9999631408600465,,Data,0.298935867604524,0.0446813264702347,2019-01-01,2019-07-03,2.9999631342221877,True,0.044404157,0.29800725,0.023598006,0.21724643147888242
0.5833,-1.204,4.465901508460112e-05,,Data,0.499373093447451,0.1454595546516961,2019-01-01,2019-08-02,0.2999918414087205,True,0.14328414,0.49562487,0.08936918,0.391424398656191
0.5833,-0.9163,0.00017158642389180948,,Data,0.432533507168788,0.1091268174726828,2019-01-01,2019-08-02,0.3999962927668416,True,0.10854079,0.43137056,0.06884718,0.34355564430700214
0.5833,-0.5108,0.0011997763004444,,Data,0.3180248025609532,0.0589948307831262,2019-01-01,2019-08-02,0.6000153744565693,True,0.058747943,0.31735864,0.039939772,0.26167172915960335
0.5833,-0.2231,0.0055455515685848,,Data,0.2118496680550028,0.0261786684060301,2019-01-01,2019-08-02,0.8000348418100656,True,0.026160633,0.21177667,0.01949065,0.18279620379968664
0.5833,-0.1054,0.0115916404704137,,Data,0.1556400831716403,0.0141297632411275,2019-01-01,2019-08-02,0.8999644647935904,True,0.014140175,0.15569742,0.01122521,0.13872388432910643
0.5833,-0.0513,0.0169835089105196,,Data,0.1235900024066357,0.0089096092557189,2019-01-01,2019-08-02,0.9499936296895316,True,0.008883379,0.123407945,0.0075486577,0.11375981531114165
0.5833,-0.0253,0.0209208634235042,,Data,0.1059435014493812,0.0065469740737738,2019-01-01,2019-08-02,0.9750173629392817,True,0.0064829593,0.105424285,0.005889006,0.10047893163294655
0.5833,0.0,0.0266687383234848,,Data,0.0875441851289768,0.0044704020712946,2019-01-01,2019-08-02,1.0,True,0.0044959793,0.08779427,0.0044704885,0.08754503161185537
0.5833,0.0247,0.0372689637861254,,Data,0.0732650140517142,0.0031310157402559,2019-01-01,2019-08-02,1.0250075721228384,True,0.0033014466,0.07523262,0.0035251332,0.07773950669537322
0.5833,0.0488,0.0561620805056792,,Data,0.0737070097266809,0.0031689074908858,2019-01-01,2019-08-02,1.050010327672887,True,0.0031410789,0.07338265,0.003226436,0.07437304067326217
0.5833,0.0953,0.1025427422473162,,Data,0.088601510994923,0.0045790378469153,2019-01-01,2019-08-02,1.0999888022722382,True,0.004557016,0.0883882,0.0036688852,0.07930874433816126
0.5833,0.1823,0.2006757466282026,,Data,0.1159290635547608,0.0078392882181396,2019-01-01,2019-08-02,1.1999741321260695,True,0.0077921604,0.11558007,0.005318875,0.09549132117916669
0.5833,0.2624,0.3002631348282939,,Data,0.1358726039299253,0.0107685139120907,2019-01-01,2019-08-02,1.30004645702234,True,0.010710448,0.13550578,0.0070057097,0.10959230972698425
0.5833,0.4055,0.500075803395606,,Data,0.1633737843046115,0.015568856449059,2019-01-01,2019-08-02,1.500052338750847,True,0.015538644,0.16321519,0.010102173,0.13160167571794748
0.5833,0.5596,0.7499745171620267,,Data,0.1881099070620278,0.0206402671507782,2019-01-01,2019-08-02,1.7499723713311106,True,0.020628897,0.1880581,0.01347256,0.15197742181783017
0.5833,0.6931,0.9999059449686428,,Data,0.2080779278016478,0.0252548041414982,2019-01-01,2019-08-02,1.99990564110608,True,0.025258144,0.20809169,0.016403206,0.1676943294332479
0.5833,0.9163,1.5000231889827764,,Data,0.2415598065816291,0.0340362200528513,2019-01-01,2019-08-02,2.500023170421985,True,0.034239285,0.24227932,0.021312589,0.19114903725015917
0.5833,1.0986,1.999963141645145,,Data,0.2778117127695632,0.0450187135437172,2019-01-01,2019-08-02,2.9999631342221877,True,0.04502781,0.27783978,0.025326807,0.20837433779777395
0.6667,-1.204,7.938873922092942e-05,,Data,0.4898651754340021,0.1599865923316605,2019-01-01,2019-09-01,0.2999918414087205,True,0.15802072,0.4868462,0.09516181,0.37780362491248914
0.6667,-0.9163,0.00027005098353665883,,Data,0.4235969007918329,0.1196288707181092,2019-01-01,2019-09-01,0.3999962927668416,True,0.11912266,0.42269972,0.07341608,0.33184124061119785
0.6667,-0.5108,0.0015970328707262,,Data,0.31063714927831,0.0643335088557871,2019-01-01,2019-09-01,0.6000153744565693,True,0.06430315,0.31056386,0.042789433,0.25333957582697436
0.6667,-0.2231,0.0065820221303429,,Data,0.2070216765909978,0.0285734116515177,2019-01-01,2019-09-01,0.8000348418100656,True,0.028527327,0.20685467,0.021138864,0.17806378104926063
0.6667,-0.1054,0.0132049480569036,,Data,0.1531793659728232,0.0156433942371627,2019-01-01,2019-09-01,0.8999644647935904,True,0.01562636,0.15309595,0.012408748,0.13642650693333747
0.6667,-0.0513,0.0190001566027118,,Data,0.1229085356037698,0.0100715089664462,2019-01-01,2019-09-01,0.9499936296895316,True,0.0100536235,0.12279935,0.0085437,0.11320295589873944
0.6667,-0.0253,0.0231637342275886,,Data,0.1064000372128697,0.0075476893115306,2019-01-01,2019-09-01,0.9750173629392817,True,0.0074986513,0.10605383,0.006806832,0.10104324432383395
0.6667,0.0,0.0290877620450307,,Data,0.0893164080515348,0.005318546412177,2019-01-01,2019-09-01,1.0,True,0.0053432044,0.08952322,0.005318628,0.0893170944470456
0.6667,0.0247,0.0393687725761796,,Data,0.0754882834366006,0.0037991772401675,2019-01-01,2019-09-01,1.0250075721228384,True,0.0039613694,0.07708279,0.0042800643,0.08012350088288114
0.6667,0.0488,0.0574154403481388,,Data,0.0742667913050582,0.0036772213790424,2019-01-01,2019-09-01,1.050010327672887,True,0.0036548707,0.07404075,0.0038597044,0.07608723333907563
0.6667,0.0953,0.1031270259923743,,Data,0.0872618451605002,0.0050766735681974,2019-01-01,2019-09-01,1.0999888022722382,True,0.0050805192,0.08729489,0.0041803843,0.07918499218990782
0.6667,0.1823,0.2008780636701023,,Data,0.1127869534753661,0.0084810219460654,2019-01-01,2019-09-01,1.1999741321260695,True,0.008426564,0.112424254,0.00584545,0.09363619177687653
0.6667,0.2624,0.3003424334727242,,Data,0.1317510366338234,0.0115728023805798,2019-01-01,2019-09-01,1.30004645702234,True,0.011472838,0.13118078,0.007608483,0.10682768373427698
0.6667,0.4055,0.5000900588163741,,Data,0.1585855532367484,0.0167670901095268,2019-01-01,2019-09-01,1.500052338750847,True,0.01664872,0.15802477,0.0108719375,0.12769922040925216
0.6667,0.5596,0.7499767575813024,,Data,0.1833897079210618,0.0224223110404139,2019-01-01,2019-09-01,1.7499723713311106,True,0.022376994,0.1832043,0.014435222,0.14714533961723175
0.6667,0.6931,0.999906399925624,,Data,0.2033133036401022,0.0275589108346828,2019-01-01,2019-09-01,1.99990564110608,True,0.027565101,0.20333613,0.017536832,0.1621848723922438
0.6667,0.9163,1.5000232200268422,,Data,0.2344622667868494,0.03665020211637,2019-01-01,2019-09-01,2.500023170421985,True,0.036658768,0.23448966,0.022735449,0.18466582726062075
0.6667,1.0986,1.9999631450323476,,Data,0.2632132829344444,0.0461897975831623,2019-01-01,2019-09-01,2.9999631342221877,True,0.046353087,0.26367813,0.026987452,0.20119431933399537
0.75,-1.204,0.00012540505464106504,,Data,0.4810023926265256,0.1735224762843317,2019-01-01,2019-10-02,0.2999918414087205,True,0.17185217,0.47868177,0.10073,0.3664787432242551
0.75,-0.9163,0.0003884282689839724,,Data,0.4153974226575228,0.1294162640628844,2019-01-01,2019-10-02,0.3999962927668416,True,0.12909713,0.41488492,0.07782433,0.3221269559661452
0.75,-0.5108,0.002019642649814,,Data,0.3040953227296908,0.0693554739795561,2019-01-01,2019-10-02,0.6000153744565693,True,0.06958994,0.3046089,0.045569237,0.24649337332976512
0.75,-0.2231,0.0076214441899447,,Data,0.2029861724039895,0.0309025396404166,2019-01-01,2019-10-02,0.8000348418100656,True,0.030835457,0.20276573,0.022784201,0.17429553992493776
0.75,-0.1054,0.0148005247912411,,Data,0.1512689376643069,0.0171617186265659,2019-01-01,2019-10-02,0.8999644647935904,True,0.01710331,0.1510113,0.01361934,0.13475577921998258
0.75,-0.0513,0.0209816213207509,,Data,0.1225489331760377,0.0112636807669387,2019-01-01,2019-10-02,0.9499936296895316,True,0.011244499,0.12244454,0.009579873,0.113018421580985
0.75,-0.0253,0.0253583500233382,,Data,0.107017987751201,0.0085896372767371,2019-01-01,2019-10-02,0.9750173629392817,True,0.00854965,0.1067686,0.0077712783,0.10179245725732765
0.75,0.0,0.0314476843653371,,Data,0.0910459146986782,0.0062170189374892,2019-01-01,2019-10-02,1.0,True,0.006234394,0.09117305,0.006217019,0.09104591637774426
0.75,0.0247,0.0414890938054622,,Data,0.0777005308821894,0.0045280293745305,2019-01-01,2019-10-02,1.0250075721228384,True,0.0046656406,0.07887239,0.0050924905,0.08240137915066656
0.75,0.0488,0.0587429411004571,,Data,0.0750946479227753,0.0042294046099841,2019-01-01,2019-10-02,1.050010327672887,True,0.0042042574,0.07487107,0.004556409,0.07794364702190756
0.75,0.0953,0.1037487341446904,,Data,0.0863001822473558,0.0055857910919451,2019-01-01,2019-10-02,1.0999888022722382,True,0.0056279446,0.0866252,0.004734987,0.07945637735982594
0.75,0.1823,0.2011000802526767,,Data,0.1102244142039504,0.009112066114953,2019-01-01,2019-10-02,1.1999741321260695,True,0.009059089,0.10990353,0.006389091,0.09229727905953054
0.75,0.2624,0.3004340158424464,,Data,0.1283563133944746,0.0123565073911654,2019-01-01,2019-10-02,1.30004645702234,True,0.012218832,0.12763925,0.008216579,0.10466823424329173
0.75,0.4055,0.5001088851458366,,Data,0.1546103689374372,0.0179282746372278,2019-01-01,2019-10-02,1.500052338750847,True,0.01773646,0.15378106,0.01163279,0.12454070208937353
0.75,0.5596,0.7499802937684059,,Data,0.1793503780508513,0.0241249185802374,2019-01-01,2019-10-02,1.7499723713311106,True,0.024035113,0.17901625,0.015376439,0.1431849122315191
0.75,0.6931,0.9999072439802136,,Data,0.1991789672772724,0.0297541957542305,2019-01-01,2019-10-02,1.99990564110608,True,0.029751632,0.19917038,0.01863896,0.15764499845956276
0.75,0.9163,1.500023295781223,,Data,0.2294596498692391,0.0394887981885853,2019-01-01,2019-10-02,2.500023170421985,True,0.039356165,0.22907397,0.024110666,0.17929738999724273
0.75,1.0986,1.9999631553775208,,Data,0.2541195037421506,0.0484325416366176,2019-01-01,2019-10-02,2.9999631342221877,True,0.048364144,0.25394002,0.028587585,0.19523519257588884
0.8333,-1.204,0.0001823791939343161,,Data,0.4727415298331419,0.1862296788723485,2019-01-01,2019-11-01,0.2999918414087205,True,0.18489648,0.47104633,0.10611233,0.35684715352373747
0.8333,-0.9163,0.000524457177235651,,Data,0.4078588596456297,0.1386184961978815,2019-01-01,2019-11-01,0.3999962927668416,True,0.13856667,0.4077826,0.08210103,0.31388720836094586
0.8333,-0.5108,0.0024625298473378,,Data,0.2982614903252089,0.0741302985119585,2019-01-01,2019-11-01,0.6000153744565693,True,0.07465913,0.29932347,0.048294984,0.24074114483615755
0.8333,-0.2231,0.0086646504079788,,Data,0.1995667766639006,0.0331877543934044,2019-01-01,2019-11-01,0.8000348418100656,True,0.033109665,0.19933185,0.024433013,0.17123314075738283
0.8333,-0.1054,0.0163824736965086,,Data,0.1497669655662533,0.0186910389743035,2019-01-01,2019-11-01,0.8999644647935904,True,0.018580347,0.14932284,0.014859207,0.1335356193675427
0.8333,-0.0513,0.02293335953093,,Data,0.1224153196273985,0.0124874258825491,2019-01-01,2019-11-01,0.9499936296895316,True,0.012457589,0.12226898,0.010657171,0.11308897607461466
0.8333,-0.0253,0.0275113950363652,,Data,0.1077366179125387,0.0096722621267323,2019-01-01,2019-11-01,0.9750173629392817,True,0.009635434,0.10753131,0.008781307,0.1026547143190233
0.8333,0.0,0.0337564411260244,,Data,0.0927204471383855,0.0071639478619078,2019-01-01,2019-11-01,1.0,True,0.007169257,0.092754796,0.007164021,0.0927209205837924
0.8333,0.0247,0.0436180792958443,,Data,0.0798631630223365,0.0053148914024499,2019-01-01,2019-11-01,1.0250075721228384,True,0.005414798,0.08061028,0.0059593883,0.08456684967082222
0.8333,0.0488,0.0601426802378882,,Data,0.0761265940542199,0.0048291887599692,2019-01-01,2019-11-01,1.050010327672887,True,0.0047885473,0.07580558,0.0053142994,0.0798587148775003
0.8333,0.0953,0.1044080872850184,,Data,0.0856308185459649,0.0061102864828071,2019-01-01,2019-11-01,1.0999888022722382,True,0.006199077,0.08625074,0.005335597,0.08001857500461759
0.8333,0.1823,0.2013407781377218,,Data,0.1080938350068381,0.0097365081628324,2019-01-01,2019-11-01,1.1999741321260695,True,0.009691764,0.10784517,0.00695286,0.09134421526834141
0.8333,0.2624,0.300537123902778,,Data,0.1254824923304134,0.0131210217060141,2019-01-01,2019-11-01,1.30004645702234,True,0.012954012,0.12468134,0.008833271,0.10295799995893241
0.8333,0.4055,0.5001323121197264,,Data,0.1511713437112211,0.0190432175403748,2019-01-01,2019-11-01,1.500052338750847,True,0.018804468,0.15022072,0.01238903,0.12193207562524423
0.8333,0.5596,0.749985331711081,,Data,0.17573377789186,0.0257342711647649,2019-01-01,2019-11-01,1.7499723713311106,True,0.025602812,0.17528436,0.01630189,0.1398679789096137
0.8333,0.6931,0.9999086067471924,,Data,0.1954108423793773,0.0318198915862709,2019-01-01,2019-11-01,1.99990564110608,True,0.031793803,0.19533072,0.019716542,0.15382066535049765
0.8333,0.9163,1.5000234474232714,,Data,0.2252161238913183,0.0422668946404426,2019-01-01,2019-11-01,2.500023170421985,True,0.0420835,0.22472699,0.0254474,0.17475154324991576
0.8333,1.0986,1.9999631801107145,,Data,0.2480946750131053,0.0512904214426229,2019-01-01,2019-11-01,2.9999631342221877,True,0.050844103,0.24701288,0.030138182,0.19017692950925202
0.9167,-1.204,0.0002497388358822828,,Data,0.4650309002815758,0.1982398018232423,2019-01-01,2019-12-02,0.2999918414087205,True,0.19724405,0.4638615,0.111336775,0.34850234379483463
0.9167,-0.9163,0.0006761030959035561,,Data,0.4009056208379647,0.1473368979284117,2019-01-01,2019-12-02,0.3999962927668416,True,0.14760245,0.40126675,0.086267225,0.3067674663946955
0.9167,-0.5108,0.0029222784171208,,Data,0.2930220531308779,0.0787096253834028,2019-01-01,2019-12-02,0.6000153744565693,True,0.07954634,0.2945754,0.050977923,0.23581827202110842
0.9167,-0.2231,0.0097123580626372,,Data,0.196634501017587,0.0354443219121321,2019-01-01,2019-12-02,0.8000348418100656,True,0.035364892,0.19641405,0.026089584,0.16870189666626678
0.9167,-0.1054,0.0179537330382557,,Data,0.1485753399618351,0.0202358148287651,2019-01-01,2019-12-02,0.8999644647935904,True,0.020063989,0.14794321,0.016129527,0.1326469301322704
0.9167,-0.0513,0.0248596017032862,,Data,0.1224440229011732,0.0137436602668292,2019-01-01,2019-12-02,0.9499936296895316,True,0.013694078,0.12222295,0.011775069,0.1133360607139519
0.9167,-0.0253,0.0296282706788315,,Data,0.1085175111244943,0.0107951052372742,2019-01-01,2019-12-02,0.9750173629392817,True,0.010756218,0.108321875,0.009835644,0.10358283139790403
0.9167,0.0,0.0360205710941684,,Data,0.0943353606168367,0.008157860212825,2019-01-01,2019-12-02,1.0,True,0.008148926,0.09428369,0.008157929,0.09433576067938643
0.9167,0.0247,0.0457477723297057,,Data,0.0819565991139322,0.0061573676895995,2019-01-01,2019-12-02,1.0250075721228384,True,0.0062112184,0.08231421,0.006878049,0.08662016778225706
0.9167,0.0488,0.0616114595583795,,Data,0.077313994133985,0.0054795317966603,2019-01-01,2019-12-02,1.050010327672887,True,0.005407924,0.07680715,0.006130684,0.08177882305084765
0.9167,0.0953,0.1051056789500645,,Data,0.0851946078836004,0.0066535197154441,2019-01-01,2019-12-02,1.0999888022722382,True,0.006791457,0.08607318,0.005984267,0.08079637447827015
0.9167,0.1823,0.2015996209538982,,Data,0.1062982681283154,0.0103580883005495,2019-01-01,2019-12-02,1.1999741321260695,True,0.010326027,0.106133625,0.0075392695,0.0906882494288432
0.9167,0.2624,0.3006512251954291,,Data,0.1230032906384607,0.0138694963758824,2019-01-01,2019-12-02,1.30004645702234,True,0.0136835715,0.12217606,0.0094611,0.10159146091030213
0.9167,0.4055,0.5001602759124781,,Data,0.148121764477904,0.0201124503546141,2019-01-01,2019-12-02,1.500052338750847,True,0.019853212,0.14716406,0.013143838,0.11974227069932389
0.9167,0.5596,0.7499920049278577,,Data,0.172422952541137,0.027253192671905,2019-01-01,2019-12-02,1.7499723713311106,True,0.02708692,0.17189616,0.017215736,0.1370405787535093
0.9167,0.6931,0.9999105985572124,,Data,0.1919050299263998,0.0337598063864817,2019-01-01,2019-12-02,1.99990564110608,True,0.0336979,0.191729,0.020774644,0.15054043897933145
0.9167,0.9163,1.5000237106058472,,Data,0.2213364920250138,0.0449089888048675,2019-01-01,2019-12-02,2.500023170421985,True,0.044722095,0.22087546,0.026752312,0.1708311413819871
0.9167,1.0986,1.999963229649143,,Data,0.2433874659784086,0.0543029782943949,2019-01-01,2019-12-02,2.9999631342221877,True,0.05359776,0.24180189,0.031647228,0.18580364103906002
1.0,-1.204,0.00032653320825581006,,Data,0.4578422821544061,0.2096195553283548,2019-01-01,2020-01-01,0.2999918414087205,True,0.2089353,0.45709443,0.11640941,0.34118823765851225
1.0,-0.9163,0.0008410119072551981,,Data,0.3944899814727899,0.1556223454824021,2019-01-01,2020-01-01,0.3999962927668416,True,0.15622982,0.39525917,0.090326644,0.3005439143955978
1.0,-0.5108,0.0033948255162773,,Data,0.2883003621632684,0.0831170988234717,2019-01-01,2020-01-01,0.6000153744565693,True,0.08426271,0.2902804,0.053618502,0.2315566925653937
1.0,-0.2231,0.0107614130651413,,Data,0.194101812516467,0.0376755136221777,2019-01-01,2020-01-01,0.8000348418100656,True,0.03760321,0.19391547,0.027751882,0.16658896010609045
1.0,-0.1054,0.0195110326948907,,Data,0.1476273372240565,0.0217938306958653,2019-01-01,2020-01-01,0.8999644647935904,True,0.021554625,0.14681493,0.01742687,0.132010873655551
1.0,-0.0513,0.0267570931109986,,Data,0.1225907332297279,0.0150284878738023,2019-01-01,2020-01-01,0.9499936296895316,True,0.014951212,0.12227515,0.01292921,0.11370668599218069
1.0,-0.0253,0.0317061595743257,,Data,0.1093327364749694,0.0119536472651051,2019-01-01,2020-01-01,0.9750173629392817,True,0.0119091645,0.109129116,0.010929544,0.10454446162424444
1.0,0.0,0.0382377636205895,,Data,0.0958845779833364,0.0091938522950425,2019-01-01,2020-01-01,1.0,True,0.009172428,0.095772795,0.009193853,0.09588457928066886
1.0,0.0247,0.0478655652922625,,Data,0.0839652492612962,0.0070501630835116,2019-01-01,2020-01-01,1.0250075721228384,True,0.00705658,0.08400345,0.007843038,0.08856092855893981
1.0,0.0488,0.0631393809529038,,Data,0.0786133407562711,0.0061800573448615,2019-01-01,2020-01-01,1.050010327672887,True,0.0060629738,0.0778651,0.007000047,0.0836662822300332
1.0,0.0953,0.1058396555908777,,Data,0.0849498696212742,0.0072164803486714,2019-01-01,2020-01-01,1.0999888022722382,True,0.007399684,0.086021416,0.0066801147,0.08173196841146109
1.0,0.1823,0.2018753834927303,,Data,0.1047753810090697,0.0109778804655957,2019-01-01,2020-01-01,1.1999741321260695,True,0.010961606,0.10469769,0.00814857,0.09026942790167192
1.0,0.2624,0.300775520864121,,Data,0.1208424172293627,0.0146028898018353,2019-01-01,2020-01-01,1.30004645702234,True,0.014410111,0.12004212,0.010100179,0.10049964851613286
1.0,0.4055,0.5001925598885318,,Data,0.1453844164084629,0.0211366285344293,2019-01-01,2020-01-01,1.500052338750847,True,0.02087877,0.14449488,0.0138974,0.11788723573559008
1.0,0.5596,0.7500003584533391,,Data,0.1693663260539582,0.0286849524010156,2019-01-01,2020-01-01,1.7499723713311106,True,0.028490817,0.16879223,0.018118415,0.1346046619841112
1.0,0.6931,0.9999132951285564,,Data,0.1886226410775399,0.0355785007270664,2019-01-01,2020-01-01,1.99990564110608,True,0.035472255,0.1883408,0.021814,0.14769563250644485
1.0,0.9163,1.5000241201149482,,Data,0.2177034644959749,0.0473947984535502,2019-01-01,2020-01-01,2.500023170421985,True,0.047217757,0.21729647,0.02802664,0.16741158984727328
1.0,1.0986,1.999963316318307,,Data,0.2392780842142867,0.0572540015852592,2019-01-01,2020-01-01,2.9999631342221877,True,0.056470137,0.23763447,0.033116408,0.18197914081683209
1.5,-1.204,0.0009434322492309316,,Data,0.423083662555887,0.2684996782825555,2019-01-01,2020-07-02,0.2999918414087205,True,0.26885647,0.42336467,0.14450538,0.3103818955031231
1.5,-0.9163,0.0020303689180198,,Data,0.3642531279014139,0.1990205117789456,2019-01-01,2020-07-02,0.3999962927668416,True,0.20143081,0.3664522,0.11307131,0.2745557715534191
1.5,-0.5108,0.006411208233235,,Data,0.2673545552742445,0.1072176873388336,2019-01-01,2020-07-02,0.6000153744565693,True,0.10986889,0.27063984,0.06889576,0.21431403313569825
1.5,-0.2231,0.0170762430207766,,Data,0.1841092152971016,0.0508443047359718,2019-01-01,2020-07-02,0.8000348418100656,True,0.050831746,0.18408647,0.03794629,0.15905196481626555
1.5,-0.1054,0.0286107953092811,,Data,0.1448807122766869,0.0314856311847002,2019-01-01,2020-07-02,0.8999644647935904,True,0.030793026,0.14327835,0.025774315,0.13108347213278615
1.5,-0.0513,0.0376408209662859,,Data,0.124670712788462,0.0233141799407747,2019-01-01,2020-07-02,0.9499936296895316,True,0.022960525,0.123721525,0.020557027,0.11706701018400524
1.5,-0.0253,0.0435032753095298,,Data,0.1142872280507728,0.019592355743294,2019-01-01,2020-07-02,0.9750173629392817,True,0.01950539,0.114033304,0.018244997,0.11028749299568005
1.5,0.0,0.0507435345878289,,Data,0.1039245368730049,0.0162004640464028,2019-01-01,2020-07-02,1.0,True,0.016317684,0.104299836,0.016200464,0.10392453742613725
1.5,0.0247,0.0601783575130256,,Data,0.0942754834901286,0.0133318001809462,2019-01-01,2020-07-02,1.0250075721228384,True,0.01344759,0.094684005,0.014487583,0.09827710208114847
1.5,0.0488,0.0731640933474552,,Data,0.0872759436056515,0.0114256354983853,2019-01-01,2020-07-02,1.050010327672887,True,0.011215434,0.0864694,0.0131779155,0.09372980840786482
